wikipedia_movie_ID,movie_box_office_revenue,movie_runtime,movie_genres,year_released,treatment_ethnicity,treatment_female,num_languages,num_countries
833502,578215.1491804322,106.0,"{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/0gw5w78': 'Gangster Film', '/m/0219x_': 'Indie', '/m/07s9rl0': 'Drama', '/m/02wtdps': 'Crime Thriller', '/m/02kdv5l': 'Action'}",1990.0,1,0,2,3
26554437,10933972.702471413,109.0,"{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy'}",2011.0,1,1,1,1
22816824,1992696.7699044927,128.0,"{'/m/0gw5n2f': 'Japanese Movies', '/m/03k9fj': 'Adventure', '/m/06l3bl': 'Epic', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/0hj3n6f': 'Historical Epic', '/m/02kdv5l': 'Action'}",2009.0,0,0,1,1
31422455,4652710.376805582,108.0,{'/m/01z4y': 'Comedy'},2011.0,1,0,1,1
225481,11156227.818151083,112.0,"{'/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film', '/m/0hj3n34': 'Feminist Film', '/m/07s9rl0': 'Drama'}",1974.0,1,1,1,1
2797150,5864602.883116881,100.0,"{'/m/0hn10': 'LGBT', '/m/0lsxr': 'Crime Fiction', '/m/028v3': 'Detective fiction', '/m/0vjs6': 'Detective', '/m/0hj3l_y': 'Action Comedy', '/m/03btsm8': 'Action/Adventure', '/m/01z4y': 'Comedy', '/m/02kdv5l': 'Action'}",1994.0,1,0,1,1
10760729,1347291.68170365,130.0,"{'/m/01z02hx': 'Sports', '/m/04xvlr': 'Period piece', '/m/017fp': 'Biography', '/m/07s9rl0': 'Drama', '/m/0hj3mws': 'Biopic [feature]'}",2008.0,0,0,1,2
725817,21817081.442853905,72.0,"{'/m/03k9fj': 'Adventure', '/m/0hj3myq': ""Children's/Family"", '/m/0hcr': 'Animation', '/m/0bj8m2': ""Children's"", '/m/0hj3mtv': 'Animated Musical', '/m/04rlf': 'Music', '/m/0hqxf': 'Family Film', '/m/0hj3n26': 'Family-Oriented Adventure'}",2003.0,1,0,1,1
9822793,13195538.279533539,93.0,"{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/03btsm8': 'Action/Adventure', '/m/07s9rl0': 'Drama', '/m/060__y': 'Film adaptation', '/m/02wtdps': 'Crime Thriller', '/m/02kdv5l': 'Action'}",1974.0,0,0,3,1
33324775,2447898.1862503574,104.0,"{'/m/0cq23f0': 'Sci-Fi Adventure', '/m/0cq22z7': 'Sci-Fi Horror', '/m/02kdv5l': 'Action', '/m/03npn': 'Horror', '/m/03k9fj': 'Adventure'}",2011.0,0,0,1,1
16596475,5010861.93430504,135.0,"{'/m/0cshrf': 'Political cinema', '/m/04rlf': 'Music', '/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",2009.0,0,0,1,4
689980,16892682.820970297,111.0,"{'/m/01jfsb': 'Thriller', '/m/03btsm8': 'Action/Adventure', '/m/02kdv5l': 'Action', '/m/0c3351': 'Suspense', '/m/02qfv5d': 'Political thriller'}",1998.0,0,0,1,1
2501528,583535.2400922986,91.0,"{'/m/03btsm8': 'Action/Adventure', '/m/02kdv5l': 'Action', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/03k9fj': 'Adventure'}",1993.0,0,0,1,1
289591,23893208.228539154,126.0,"{'/m/0lsxr': 'Crime Fiction', '/m/01jfsb': 'Thriller', '/m/0gw5n2f': 'Japanese Movies', '/m/03btsm8': 'Action/Adventure', '/m/02qfv5d': 'Political thriller', '/m/02kdv5l': 'Action', '/m/0bkbm': 'Spy'}",2001.0,0,0,5,4
3207603,3588349.928753585,88.0,"{'/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama'}",1996.0,1,1,1,1
2417326,5304016.157078883,113.0,"{'/m/01jfsb': 'Thriller', '/m/03btsm8': 'Action/Adventure', '/m/0c3351': 'Suspense', '/m/01drsx': 'Disaster', '/m/02kdv5l': 'Action', '/m/01xpvb7': 'Airplanes and airports'}",1979.0,0,1,1,1
3624365,1496224.3259654362,94.0,"{'/m/0lsxr': 'Crime Fiction', '/m/07s9rl0': 'Drama', '/m/03q4nz': 'World cinema', '/m/0hj3n01': 'Crime Drama'}",2005.0,0,0,5,2
1166096,1386517.0291844076,128.0,"{'/m/01jfsb': 'Thriller', '/m/0jdm8': 'Remake', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/060__y': 'Film adaptation', '/m/03mqtr': 'Political drama'}",2006.0,1,1,1,2
24083267,3268129.5469515845,102.0,"{'/m/0hj3n2s': 'Fantasy Comedy', '/m/01hmnh': 'Fantasy', '/m/03k9fj': 'Adventure', '/m/01z4y': 'Comedy'}",2011.0,1,0,1,1
531816,3918637.105350937,86.0,"{'/m/0bwgnb': 'Christmas movie', '/m/01z4y': 'Comedy', '/m/04t36': 'Musical', '/m/0hcr': 'Animation'}",2002.0,1,0,1,1
549902,2436026.0366921467,102.0,"{'/m/01jfsb': 'Thriller', '/m/02n4kr': 'Mystery', '/m/07s9rl0': 'Drama', '/m/060__y': 'Film adaptation', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film'}",2002.0,0,1,2,2
31777709,2286326.583130289,100.0,"{'/m/01jfsb': 'Thriller', '/m/07s9rl0': 'Drama'}",2012.0,1,1,1,2
3037944,13933326.173370263,138.0,"{'/m/02kdv5l': 'Action', '/m/07s9rl0': 'Drama', '/m/03k9fj': 'Adventure'}",2006.0,0,0,1,1
7133616,4288482.047251389,96.0,"{'/m/06cvj': 'Romantic comedy', '/m/04xvh5': 'Costume drama', '/m/03rzvv': 'Romantic fantasy', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/0hqxf': 'Family Film', '/m/0hj3n2s': 'Fantasy Comedy', '/m/02l7c8': 'Romance Film', '/m/02b5_l': 'Teen'}",2004.0,1,1,1,3
976989,55271.90008749862,85.0,"{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/0219x_': 'Indie', '/m/0hn10': 'LGBT', '/m/04228s': 'Road movie', '/m/0d63kt': 'Gay', '/m/01q03': 'Cult', '/m/0bc42t_': 'Gay Interest', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/04tkhfk': 'Gay Themed', '/m/0vgkd': 'Black comedy', '/m/02kdv5l': 'Action', '/m/02b5_l': 'Teen'}",1995.0,1,1,1,2
2018921,34221018.48900222,102.0,"{'/m/06cvj': 'Romantic comedy', '/m/0556j8': 'Buddy film', '/m/06qm3': 'Screwball comedy', '/m/03p5xs': 'Comedy of manners', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film', '/m/0hj3n34': 'Feminist Film'}",1996.0,1,1,1,1
3257958,16250509.072712993,92.0,"{'/m/0hj3n2s': 'Fantasy Comedy', '/m/0bwgnb': 'Christmas movie', '/m/0hqxf': 'Family Film', '/m/01z4y': 'Comedy', '/m/0hj3n6r': 'Holiday Film'}",2006.0,0,0,1,1
34749215,861425.3557821476,101.0,"{'/m/05p553': 'Comedy film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",2012.0,0,0,1,4
618929,51387195.82965849,108.0,"{'/m/06n90': 'Science Fiction', '/m/0fdjb': 'Supernatural', '/m/03btsm8': 'Action/Adventure', '/m/06nbt': 'Satire', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/02kdv5l': 'Action'}",1989.0,1,0,1,1
31964514,231306.4401856799,98.0,{'/m/07s9rl0': 'Drama'},2011.0,0,1,2,1
28037928,396045.3489276732,100.0,"{'/m/01jfsb': 'Thriller', '/m/03npn': 'Horror'}",2011.0,0,1,2,3
1358544,2321999.1213940545,94.0,"{'/m/01jfsb': 'Thriller', '/m/09blyk': 'Psychological thriller', '/m/02n4kr': 'Mystery', '/m/07s9rl0': 'Drama', '/m/0c3351': 'Suspense', '/m/02wtdps': 'Crime Thriller'}",1976.0,0,0,1,1
394792,7309731.69650088,151.0,"{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/0219x_': 'Indie', '/m/03btsm8': 'Action/Adventure', '/m/018td': 'Blaxploitation', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02wtdps': 'Crime Thriller', '/m/02kdv5l': 'Action'}",1997.0,0,1,1,1
12823367,15970969.734403953,98.0,"{'/m/01jfsb': 'Thriller', '/m/04btyz': 'Heist', '/m/02kdv5l': 'Action', '/m/0lsxr': 'Crime Fiction', '/m/03btsm8': 'Action/Adventure'}",2004.0,0,0,1,2
96893,13910432.440888554,120.0,"{'/m/0lsxr': 'Crime Fiction', '/m/017fp': 'Biography', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/060__y': 'Film adaptation', '/m/03bxz7': 'Biographical film'}",2001.0,1,1,1,1
4578695,6738605.918409078,109.0,"{'/m/01jfsb': 'Thriller', '/m/02n4kr': 'Mystery', '/m/03npn': 'Horror', '/m/01585b': 'Slasher', '/m/09blyk': 'Psychological thriller'}",1998.0,1,0,1,1
23024134,2250000.0,87.0,"{'/m/0hfjk': 'Western', '/m/02kdv5l': 'Action', '/m/026zf_v': 'Northern'}",1954.0,1,0,1,1
1139763,1775477.519076305,96.0,"{'/m/01jfsb': 'Thriller', '/m/0hn10': 'LGBT', '/m/0hj3n16': 'Erotic Drama', '/m/03npn': 'Horror', '/m/02js9': 'Erotica', '/m/01q03': 'Cult', '/m/0glj9q': 'Erotic thriller', '/m/02l7c8': 'Romance Film'}",1983.0,1,1,1,1
2245886,22555254.571747474,99.0,"{'/m/0vgkd': 'Black comedy', '/m/0hqxf': 'Family Film', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",1997.0,1,0,1,1
14812466,564016.9497569186,98.0,"{'/m/01z02hx': 'Sports', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/060__y': 'Film adaptation', '/m/03bxz7': 'Biographical film'}",2009.0,0,0,1,1
28413162,37752262.79399054,103.0,"{'/m/01jfsb': 'Thriller', '/m/03btsm8': 'Action/Adventure', '/m/02l7c8': 'Romance Film', '/m/02kdv5l': 'Action', '/m/07s9rl0': 'Drama'}",2010.0,1,0,5,2
1556078,18849272.0485149,99.0,"{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/02n4kr': 'Mystery', '/m/07s9rl0': 'Drama', '/m/0c3351': 'Suspense', '/m/02wtdps': 'Crime Thriller'}",1998.0,0,0,1,1
19337214,4023311.569067295,115.0,"{'/m/02h8pkk': 'Family Drama', '/m/01t_vv': 'Comedy-drama', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/068d7h': 'Romantic drama', '/m/0hqxf': 'Family Film', '/m/02l7c8': 'Romance Film'}",1994.0,0,1,1,1
14747692,1497462.8122467354,124.0,"{'/m/01z02hx': 'Sports', '/m/07s9rl0': 'Drama', '/m/01t_vv': 'Comedy-drama', '/m/01z4y': 'Comedy', '/m/0556j8': 'Buddy film'}",1999.0,0,0,1,1
294520,1560444.2408500586,93.0,"{'/m/0hn10': 'LGBT', '/m/0gf28': 'Parody', '/m/0219x_': 'Indie', '/m/0hj3nby': 'Media Satire', '/m/06nbt': 'Satire', '/m/01z4y': 'Comedy', '/m/0vgkd': 'Black comedy'}",1994.0,0,1,1,1
113651,199029.69003609318,129.0,"{'/m/03btsm8': 'Action/Adventure', '/m/0gw5n2f': 'Japanese Movies', '/m/0219x_': 'Indie', '/m/04xvh5': 'Costume drama', '/m/04xvlr': 'Period piece', '/m/01g6gs': 'Black-and-white', '/m/01q03': 'Cult', '/m/0hfjk': 'Western', '/m/01hmnh': 'Fantasy', '/m/07s9rl0': 'Drama', '/m/02rjkzy': 'Acid western', '/m/02kdv5l': 'Action'}",1995.0,1,0,2,3
3843878,103141.50130213716,103.0,"{'/m/06cvj': 'Romantic comedy', '/m/0219x_': 'Indie', '/m/0hj3nyp': 'Workplace Comedy', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",2006.0,0,0,2,1
1260184,5443136.5523235,90.0,"{'/m/0hqxf': 'Family Film', '/m/0hj3myq': ""Children's/Family"", '/m/03k9fj': 'Adventure', '/m/0hj3myc': ""Children's Fantasy""}",1998.0,0,0,1,1
765310,6209019.149082672,95.0,"{'/m/0cshrf': 'Political cinema', '/m/05mrx8': 'Political satire', '/m/06nbt': 'Satire', '/m/01z4y': 'Comedy'}",2003.0,0,0,1,1
3276167,7455877.464860251,98.0,"{'/m/0lsxr': 'Crime Fiction', '/m/017fp': 'Biography', '/m/0hj3n01': 'Crime Drama', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/0hj3mws': 'Biopic [feature]'}",2005.0,0,0,1,2
8365100,6706932.98192771,97.0,"{'/m/06cvj': 'Romantic comedy', '/m/0gsy3b': 'Sex comedy', '/m/0219x_': 'Indie', '/m/01j1n2': 'Coming of age', '/m/01z4y': 'Comedy', '/m/07s9rl0': 'Drama', '/m/02l7c8': 'Romance Film'}",1983.0,1,1,1,1
18640305,9676385.320653502,97.0,"{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/03p5xs': 'Comedy of manners', '/m/01z4y': 'Comedy'}",2008.0,0,1,1,1
11876523,7530.616922701782,76.0,"{'/m/0gf28': 'Parody', '/m/0gsy3b': 'Sex comedy', '/m/01z4y': 'Comedy', '/m/02b5_l': 'Teen'}",2008.0,1,1,1,1
2423462,18389776.482307933,109.0,"{'/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy'}",1996.0,1,1,2,1
302970,19471853.673384774,89.0,"{'/m/01t_vv': 'Comedy-drama', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/07s9rl0': 'Drama', '/m/02l7c8': 'Romance Film', '/m/0hj3n2s': 'Fantasy Comedy', '/m/03rzvv': 'Romantic fantasy', '/m/02b5_l': 'Teen'}",1990.0,0,1,1,1
5348143,683727.2981274028,106.0,"{'/m/07s9rl0': 'Drama', '/m/06lbpz': 'Social problem film'}",2006.0,0,1,1,1
6342627,11298.266574009727,100.0,"{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/03bxz7': 'Biographical film', '/m/07s9rl0': 'Drama'}",2002.0,0,1,1,2
710822,2846163.3710551476,92.0,"{'/m/04t36': 'Musical', '/m/0hqxf': 'Family Film', '/m/01hmnh': 'Fantasy', '/m/03k9fj': 'Adventure'}",1996.0,1,0,2,6
200626,5393160.2027797075,117.0,"{'/m/0lsxr': 'Crime Fiction', '/m/01t_vv': 'Comedy-drama', '/m/01q03': 'Cult', '/m/06nbt': 'Satire', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0vgkd': 'Black comedy'}",2002.0,1,0,2,1
52389,154125797.58575067,153.0,"{'/m/01jfsb': 'Thriller', '/m/03btsm8': 'Action/Adventure', '/m/06n90': 'Science Fiction', '/m/02kdv5l': 'Action'}",1996.0,1,0,1,1
2958168,784324.4902579066,91.0,"{'/m/06cvj': 'Romantic comedy', '/m/0219x_': 'Indie', '/m/02h8pkk': 'Family Drama', '/m/01t_vv': 'Comedy-drama', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film', '/m/0hj3n0k': 'Domestic Comedy'}",2001.0,1,1,1,1
1194710,3474718.9075314696,127.0,"{'/m/0lsxr': 'Crime Fiction', '/m/01jfsb': 'Thriller', '/m/017fp': 'Biography', '/m/03btsm8': 'Action/Adventure', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/03bxz7': 'Biographical film', '/m/02kdv5l': 'Action'}",2005.0,1,1,1,3
12758034,21442695.788721766,102.0,"{'/m/0hj3myq': ""Children's/Family"", '/m/0220p9g': 'Musical comedy', '/m/04t36': 'Musical', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film', '/m/0hqxf': 'Family Film', '/m/02b5_l': 'Teen'}",2009.0,1,1,1,1
2254896,3200000.0,116.0,"{'/m/03k9fj': 'Adventure', '/m/06l3bl': 'Epic', '/m/03btsm8': 'Action/Adventure', '/m/07s9rl0': 'Drama', '/m/082gq': 'War film', '/m/02l7c8': 'Romance Film', '/m/02kdv5l': 'Action'}",1956.0,1,1,1,3
26779875,4340891.239157005,105.0,"{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy', '/m/09q17': 'Slapstick'}",2010.0,1,1,1,1
258732,20937565.968719237,129.0,"{'/m/06cvj': 'Romantic comedy', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0cshrf': 'Political cinema', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film'}",1995.0,1,1,1,1
3875767,3017697.465424546,104.0,"{'/m/06cvj': 'Romantic comedy', '/m/0219x_': 'Indie', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/07s9rl0': 'Drama', '/m/02l7c8': 'Romance Film', '/m/03rzvv': 'Romantic fantasy'}",2007.0,1,0,1,2
164387,13570065.44953496,120.0,"{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/01t_vv': 'Comedy-drama', '/m/02n4kr': 'Mystery', '/m/06nbt': 'Satire', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0gs6m': 'Legal drama', '/m/05bh16v': 'Courtroom Drama', '/m/03pgfj': 'New Hollywood', '/m/0c3351': 'Suspense'}",1979.0,1,0,1,1
6187665,112046.49281844166,93.0,"{'/m/0gf28': 'Parody', '/m/01hwc6': 'Absurdism', '/m/06nbt': 'Satire', '/m/01z4y': 'Comedy', '/m/0219x_': 'Indie'}",2007.0,1,0,2,1
7815867,283324.8932926828,109.0,"{'/m/02h8pkk': 'Family Drama', '/m/09n5t_': 'Americana', '/m/01t_vv': 'Comedy-drama', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/0hj3n0k': 'Domestic Comedy'}",2000.0,1,1,4,2
10149834,27832085.403560113,101.0,"{'/m/0gw5n2f': 'Japanese Movies', '/m/03k9fj': 'Adventure', '/m/03q4nz': 'World cinema', '/m/0hcr': 'Animation', '/m/0bj8m2': ""Children's"", '/m/07s9rl0': 'Drama', '/m/0hj3myc': ""Children's Fantasy"", '/m/01hmnh': 'Fantasy', '/m/0hqxf': 'Family Film', '/m/0jxy': 'Anime'}",2008.0,0,1,1,1
3229741,2499703.176834118,98.0,"{'/m/01jfsb': 'Thriller', '/m/02n4kr': 'Mystery', '/m/0lsxr': 'Crime Fiction', '/m/09blyk': 'Psychological thriller', '/m/0c3351': 'Suspense'}",1991.0,1,0,1,1
44122,63259624.64100254,100.0,"{'/m/0hn10': 'LGBT', '/m/02m4t': 'Existentialism', '/m/06nbt': 'Satire', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/068d7h': 'Romantic drama', '/m/0vgkd': 'Black comedy', '/m/02l7c8': 'Romance Film'}",1999.0,0,1,1,1
1399634,88766.76261292562,108.0,"{'/m/04xvlr': 'Period piece', '/m/017fp': 'Biography', '/m/07s9rl0': 'Drama', '/m/03mqtr': 'Political drama', '/m/082gq': 'War film'}",2002.0,1,1,1,2
3028097,16139751.54739366,81.0,"{'/m/0lsxr': 'Crime Fiction', '/m/0gf28': 'Parody', '/m/0219x_': 'Indie', '/m/02n4kr': 'Mystery', '/m/01zhp': 'Computer Animation', '/m/0bxg3': 'Fairy tale', '/m/0hcr': 'Animation', '/m/0h1l_48': 'Revisionist Fairy Tale', '/m/0bj8m2': ""Children's"", '/m/01z4y': 'Comedy', '/m/0hqxf': 'Family Film'}",2006.0,1,1,1,1
29267698,37916663.510023095,125.0,"{'/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy'}",2011.0,0,1,1,1
692682,843468.5246885786,107.0,"{'/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama', '/m/0219x_': 'Indie', '/m/04xvlr': 'Period piece'}",1999.0,0,1,1,2
24961327,14447.9148657108,95.0,"{'/m/06cvj': 'Romantic comedy', '/m/0hj3n0w': 'Ensemble Film', '/m/01t_vv': 'Comedy-drama', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film'}",2010.0,1,1,1,1
1549008,21827647.23635588,102.0,"{'/m/01z02hx': 'Sports', '/m/03k9fj': 'Adventure', '/m/0hj3myq': ""Children's/Family"", '/m/0hj3l_y': 'Action Comedy', '/m/03btsm8': 'Action/Adventure', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy', '/m/02l7c8': 'Romance Film', '/m/02kdv5l': 'Action', '/m/0hqxf': 'Family Film', '/m/0ltv': 'Auto racing'}",2005.0,0,0,1,1
13861985,829126.045884646,96.0,"{'/m/06cvj': 'Romantic comedy', '/m/0hj3myq': ""Children's/Family"", '/m/0hj3n6r': 'Holiday Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy', '/m/068d7h': 'Romantic drama', '/m/0hqxf': 'Family Film', '/m/02l7c8': 'Romance Film'}",2007.0,0,0,1,1
1663320,5586234.416807904,103.0,"{'/m/02l7c8': 'Romance Film', '/m/01hmnh': 'Fantasy', '/m/01z4y': 'Comedy'}",2006.0,1,1,1,1
692670,4686554.646778956,119.0,"{'/m/0lsxr': 'Crime Fiction', '/m/04btyz': 'Heist', '/m/03k9fj': 'Adventure', '/m/0hj3n01': 'Crime Drama', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/082gq': 'War film', '/m/02kdv5l': 'Action', '/m/01jfsb': 'Thriller'}",1995.0,0,0,1,1
225615,69673117.84770101,108.0,"{'/m/01jfsb': 'Thriller', '/m/06n90': 'Science Fiction', '/m/094ddt': 'Doomsday film', '/m/03btsm8': 'Action/Adventure', '/m/07s2s': 'Time travel', '/m/02kdv5l': 'Action'}",2003.0,0,0,1,3
17527920,8492044.989908503,98.0,"{'/m/01jfsb': 'Thriller', '/m/0lsxr': 'Crime Fiction', '/m/03gjpn8': 'Ninja movie', '/m/03btsm8': 'Action/Adventure', '/m/04t2t': 'Martial Arts Film', '/m/07s9rl0': 'Drama', '/m/0cq22f9': 'Action Thrillers', '/m/02kdv5l': 'Action'}",2009.0,0,0,1,2
2971654,1229771.8520524162,124.0,"{'/m/01z02hx': 'Sports', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film', '/m/07s9rl0': 'Drama', '/m/01z4y': 'Comedy'}",2006.0,1,0,2,2
255194,13000000.0,107.0,"{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/01z4y': 'Comedy', '/m/04t36': 'Musical'}",1956.0,1,0,1,1
52371,402652180.4484476,194.0,"{'/m/0fx2s': 'Tragedy', '/m/04xvh5': 'Costume drama', '/m/02p0szs': 'Historical fiction', '/m/03btsm8': 'Action/Adventure', '/m/04xvlr': 'Period piece', '/m/07s9rl0': 'Drama', '/m/01drsx': 'Disaster', '/m/068d7h': 'Romantic drama', '/m/02l7c8': 'Romance Film'}",1997.0,1,0,6,1
3357475,717386.5958591017,94.0,"{'/m/03btsm8': 'Action/Adventure', '/m/01z02hx': 'Sports', '/m/02kdv5l': 'Action', '/m/01z4y': 'Comedy', '/m/0ltv': 'Auto racing'}",1989.0,1,0,1,1
595909,1727807.8044535264,121.0,"{'/m/0lsxr': 'Crime Fiction', '/m/07s9rl0': 'Drama', '/m/01f9r0': 'Docudrama', '/m/03q4nz': 'World cinema', '/m/05bh16v': 'Courtroom Drama'}",1988.0,0,0,1,3
706370,6424693.683296141,99.0,"{'/m/06cvj': 'Romantic comedy', '/m/02l7c8': 'Romance Film', '/m/0hj3mz5': 'Comedy of Errors', '/m/01z4y': 'Comedy'}",1996.0,1,0,1,1
1037237,43944828.27832389,148.0,"{'/m/0lsxr': 'Crime Fiction', '/m/01jfsb': 'Thriller', '/m/0556j8': 'Buddy film', '/m/03k9fj': 'Adventure', '/m/0hj3l_y': 'Action Comedy', '/m/0399b7': 'Buddy cop', '/m/03btsm8': 'Action/Adventure', '/m/01z4y': 'Comedy', '/m/02kdv5l': 'Action'}",2003.0,1,0,2,1
